0,5941
0,390
0,422
0,2620
0,7556
0,5573
0,4030
1,2808
1,2554
1,315
1,6229
1,1638
1,2750
1,7847
1,7475
2,1510
2,4762
2,2323
2,1425
2,8615
2,7911
2,2691
3,9577
3,5446
3,6990
3,1564
3,4914
3,9811
3,6563
4,7468
4,782
4,678
4,2229
4,7767
5,3082
5,7246
5,4211
5,7996
5,1508
5,7010
5,3206
6,3742
6,7112
6,1551
6,7321
6,3994
6,4012
6,3614
6,1493
7,6078
7,2660
7,4406
7,66
8,1343
8,2234
8,2855
8,9344
8,9659
9,1269
9,7892
9,7961
9,9523
9,3093
10,6014
10,9731
10,9224
10,2755
11,2485
11,2373
11,204
11,1933
11,8471
11,4292
11,4928
12,2009
12,9565
12,677
12,1425
12,6492
12,7235
13,2288
13,3014
13,4142
14,1328
14,3901
14,7057
15,7294
15,9691
15,5760
15,9285
15,1874
15,8687
15,5105
16,5005
16,5699
16,7361
16,4708
16,2707
17,7795
17,6810
17,9121
17,555
17,4468
17,8902
18,8281
18,1486
18,4812
18,1098
18,6224
18,4222
19,53
19,1846
19,7407
19,6180
19,3785
19,7386
19,2421
20,7523
20,321
20,1797
20,2254
20,3584
20,3180
20,4835
20,7654
21,9928
21,5013
21,7121
22,5968
22,717
22,348
22,7730
22,9821
22,5636
22,9793
23,253
23,7137
23,424
23,3305
23,2988
23,6966
23,3879
23,9664
24,1175
24,6552
24,8246
24,9881
24,1367
25,668
25,8652
25,8546
26,2843
26,8498
26,1821
26,6750
26,5431
26,2285
26,9507
26,4320
26,2735
27,8646
27,3610
27,2161
27,8014
27,9393
27,6174
27,7736
27,3415
27,9523
27,8320
27,1430
28,3691
28,1541
28,7734
28,5386
28,7629
28,5288
29,1884
29,9785
29,1128
29,102
29,6289
30,8996
30,4953
30,6677
30,3426
30,9374
30,7029
31,4868
31,4474
31,353
31,9580
31,1176
32,9954
32,9298
32,8333
33,6070
33,8541
33,2600
33,1671
33,4526
33,2925
33,7765
33,2068
34,128
34,7332
34,3449
34,5691
34,4794
35,2046
35,7830
36,2299
36,1256
36,4533
36,6368
36,2419
36,1045
36,5948
37,7904
37,7556
37,8926
37,5393
37,568
37,4088
37,358
38,8581
38,4973
38,8438
38,3242
38,1324
38,2734
39,1232
39,5881
39,5803
39,6192
40,6637
40,4984
40,3561
40,3210
40,1875
40,6928
40,2248
40,7253
40,473
40,2392
41,1823
41,5270
41,5455
41,2696
41,8020
41,240
41,5284
42,4493
42,5268
42,6803
42,8764
42,1294
42,4034
43,3706
43,8955
43,3592
43,3502
43,6455
43,1936
43,808
44,7293
44,1669
44,5775
44,1692
44,5923
45,7497
45,2616
45,6761
45,3397
45,5103
45,8155
46,5998
46,5873
47,2289
47,6236
47,7417
47,7355
47,4328
47,3950
47,6776
48,9045
48,9347
48,6430
48,4307
48,2744
48,1454
48,8587
49,8429
49,4526
49,5697
50,3013
50,5054
50,7550
50,4490
50,9833
50,9615
50,2715
51,7013
51,1607
51,2204
51,9895
51,6348
51,8106
51,6192
51,6208
51,2608
52,9322
52,8690
52,6379
52,8545
52,3252
52,9425
52,2327
52,8487
53,8191
53,2822
53,4050
53,9340
54,9652
54,184
54,9505
54,76
54,3793
54,6160
54,1432
54,7555
54,1843
55,7913
55,4532
55,5069
55,1469
55,979
56,8949
56,9147
56,2748
56,1602
56,7466
56,3142
57,7750
57,2455
57,3732
57,7934
57,2732
57,2506
57,6136
57,4861
58,7300
58,8680
58,3753
58,2208
58,5473
59,1269
59,5750
59,5901
59,1079
59,4025
60,5978
60,4134
60,1569
60,3641
60,8572
60,4092
61,6980
61,6415
61,3973
61,2523
61,5682
61,5561
61,7753
62,4545
62,702
62,7701
62,6490
62,3081
63,3242
63,4633
63,8317
63,7128
63,9257
63,322
64,1851
64,8074
64,1111
64,6529
64,7797
64,4159
65,9490
65,2909
65,4413
65,5133
65,972
65,7264
65,6167
66,5765
66,4483
66,8277
66,6547
66,3179
66,180
66,5460
66,102
66,9292
66,5633
66,7085
66,3388
66,996
66,2248
67,3026
68,412
68,8225
68,8985
68,2001
68,869
68,5661
68,2700
68,4427
68,3657
68,1480
68,8500
68,6174
69,885
69,4696
69,804
69,6081
69,2318
69,534
69,7802
70,4065
70,9676
70,819
70,7725
70,5057
70,9076
70,3198
71,5533
71,2079
71,9721
71,6839
71,5209
72,125
72,1852
73,1461
73,9435
73,4380
73,1909
73,338
73,4123
74,5541
74,7966
74,5160
74,6186
75,1294
75,2335
75,2918
75,826
75,2488
76,4238
76,6103
76,8869
76,8078
76,4813
76,1599
77,6435
77,5953
77,5505
77,5956
78,8568
78,5708
78,9459
78,7168
78,6647
78,5804
78,6743
78,9919
79,2917
79,5837
79,9957
80,9958
80,761
80,8849
80,1362
80,862
80,1422
80,3255
80,905
81,7056
81,5456
81,1068
81,2096
81,6270
81,1627
81,6974
81,9663
81,3748
81,9112
