source_node,destination_node,jaccard_coef,adamic_adar,preferential_attachment,clustering_coef,class
264,869,0.030303030303030304,0.7213475204444817,208,0.028351648351648353,1
1334,1423,0.020689655172413793,1.1167822553589495,576,0.03462509712509713,1
1106,1123,0.0,0.0,5,0.0,1
203,720,0.0,0.0,8,0.3333333333333333,0
90,1403,0.0,0.0,216,0.015567765567765568,1
715,723,0.0,0.0,12,0.4666666666666667,0
635,790,0.0,0.0,40,0.14210526315789473,0
155,838,0.028037383177570093,0.8555383377785819,1176,0.009419887917678787,1
1451,1572,0.07692307692307693,1.4178378580238444,1139,0.0428339585494985,1
39,288,0.0,0.0,18,0.0,1
735,865,0.0,0.0,6,0.0,0
516,522,0.1111111111111111,0.5581106265512472,16,0.10714285714285714,1
541,558,0.0,0.0,7,0.0,0
734,1314,0.0,0.0,336,0.048901715568382235,1
234,496,0.0,0.0,23,0.0,0
1290,1308,0.08823529411764706,0.6607407372841876,270,0.0835707502374169,1
434,1512,0.05714285714285714,0.5452026944727034,232,0.04512667135819845,1
115,1502,0.14285714285714285,2.5434216002901966,684,0.020174973735345252,1
238,578,0.0,0.0,1,0.0,0
265,1519,0.04878048780487805,0.43253807690801505,456,0.033053648614289347,1
564,594,0.07692307692307693,0.6213349345596119,48,0.02857142857142857,1
102,714,0.08823529411764706,1.568543771674086,1008,0.01578813343519226,1
207,1328,0.0,0.0,400,0.014583333333333334,1
25,41,0.0851063829787234,1.307383479971536,638,0.017358667604973024,1
121,406,0.0,0.0,72,0.01818181818181818,1
355,690,0.0,0.0,1,0.0,0
254,657,0.0,0.0,22,0.12727272727272726,0
15,537,0.0,0.0,2,0.0,0
85,1541,0.03125,0.942634151362524,728,0.0184720041862899,1
1077,1261,0.027777777777777776,0.5791793876421272,280,0.06894409937888199,1
1307,1378,0.16393442622950818,2.684992499515544,1020,0.04743859649122807,1
195,226,0.0,0.0,28,0.023809523809523808,0
888,1038,0.0,0.0,6,0.0,1
544,658,0.0,0.0,94,0.0,0
3,1067,0.05555555555555555,0.482361425123758,361,0.027529838240826235,1
326,717,0.0,0.0,72,0.10714285714285714,0
203,485,0.0,0.0,2,0.0,0
301,459,0.0,0.0,1,0.0,0
88,306,0.0,0.0,7,0.0,0
345,862,0.0,0.0,4,0.0,0
685,889,0.0,0.0,66,0.015873015873015872,0
1246,1261,0.10227272727272728,2.474677363216345,1890,0.03260604130169348,1
322,383,0.0,0.0,19,0.0,0
100,838,0.009900990099009901,0.35295612386476116,392,0.006907917806297776,1
191,316,0.16666666666666666,0.26269731101386307,12,0.2222222222222222,1
245,565,0.0,0.0,21,0.0,0
1218,1363,0.04,2.044051756489723,1323,0.040264964433261885,1
1517,1570,0.1,1.978934481135584,336,0.08105369807497467,1
69,719,0.0,0.0,10,0.0,0
531,725,0.0,0.0,8,0.0,0
425,474,0.0,0.0,4,0.0,0
90,259,0.0,0.0,27,0.0,0
20,301,0.0,0.0,1,0.0,0
393,737,0.0,0.0,21,0.0,0
635,696,0.0,0.0,100,0.07105263157894737,0
6,685,0.0,0.0,18,0.08888888888888888,0
81,738,0.0,0.0,10,0.0,0
5,626,0.0,0.0,40,0.0,0
431,1501,0.16923076923076924,3.000736676470148,1188,0.053502984320594374,1
681,1050,0.0,0.0,28,0.0,1
25,308,0.03333333333333333,0.24325728130826463,58,0.18226600985221675,1
